url,from,tras_from,search_from,to,trans_to,search_to,Route_start,Route_dest,1pax,2pax,3pax,4pax,5pax,6pax,7pax,8pax,9pax,10pax,11pax,12pax,13pax,14pax,15pax,16pax
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Torre%20Lapillo?loc1_name=Brindisi%20Airport&loc2_name=Torre%20Lapillo&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJG7bc4q6QRhMRYDfv9qZyCgo&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Torre%20Lapillo,Torre Lapillo ,Torre Lapillo,Brindisi Airport,Torre Lapillo,,, 98.40, 372.43, 372.43, 123.00, 240.47, 147.60,, 657.05,, 766.52,, 766.52,, 1094.92
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Casalabate?loc1_name=Brindisi%20Airport&loc2_name=Casalabate&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJ0aaDterURRMRkT33K3SfXrE&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Casalabate,Casalabate ,"Casalabate 73100 Casalabate, Province of Lecce, Italy",Brindisi Airport,Casalabate,,, 86.10, 205.25, 205.25, 110.70, 171.15, 123.00,, 362.03,, 422.34,, 422.34,, 603.25
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Torre%20San%20Giovanni?loc1_name=Brindisi%20Airport&loc2_name=Torre%20San%20Giovanni&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJQZyoVxABRBMRTjC2rssPq1Y&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Torre%20San%20Giovanni,Torre San Giovanni ,"Torre San Giovanni 73059 Torre San Giovanni, Province of Lecce, Italy",Brindisi Airport,Torre San Giovanni,,, 172.20, 515.27, 515.27, 196.80, 280.07, 209.10,, 909.10,, 1060.59,, 1060.59,, 1515.02
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Polignano%20A%20Mare?loc1_name=Brindisi%20Airport&loc2_name=Polignano%20A%20Mare&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJe_aAnuvLRxMRAXapJW5rvps&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Polignano%20A%20Mare,Polignano a Mare ,"Polignano a Mare 70044 Polignano a Mare, Metropolitan City of Bari, Italy",Brindisi Airport,Polignano A Mare,,, 135.30, 395.69, 395.69, 159.90, 199.26, 172.20,, 698.10,, 814.39, 356.45, 814.39,, 606.90
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Salve?loc1_name=Brindisi%20Airport&loc2_name=Salve&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJxTntEAUJRBMRTfYQ869r6fQ&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Salve,Salve ,Salve,Brindisi Airport,Salve,,, 184.50, 553.59, 553.59, 209.10, 342.31, 221.40,, 976.75,, 1139.51,, 1139.51,, 1627.77
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Mesagne?loc1_name=Brindisi%20Airport&loc2_name=Mesagne&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJF0l19lZiRhMRedj_b3Tkd28&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Mesagne,Mesagne ,"Mesagne 72023 Mesagne, BR, Italy",Brindisi Airport,Mesagne,,, 61.50, 140.92, 140.92, 86.10, 114.02, 98.40,, 248.48,, 289.86, 213.65, 289.86,, 413.98
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Santa%20Maria%20Al%20Bagno?loc1_name=Brindisi%20Airport&loc2_name=Santa%20Maria%20Al%20Bagno&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJWWdpMwOhRhMRotjUuaVyCiY&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Santa%20Maria%20Al%20Bagno,Santa Maria al Bagno ,Santa Maria al Bagno,Brindisi Airport,Santa Maria Al Bagno,,, 135.30, 396.90, 396.90, 159.90, 264.51, 172.20,, 700.25,, 816.91,, 816.91,, 622.40
https://airportstaxitransfers.com/transportation/taxibookings/Transfer-from-Brindisi%20Airport-to-Ceglie%20Messapica?loc1_name=Brindisi%20Airport&loc2_name=Ceglie%20Messapica&pax1=1&date1=23%2F07%2F2024&date2=23%2F07%2F2024&loc1=ChIJKS5Ktwh6RhMRS6NMQS9t6WY&loc2=ChIJwSdSO4ZZRhMR1OuyLrNbcQA&single=1&time1=10%3A00&time2=13%3A00&quote=1,Brindisi%20Airport,Salento Airport BDS,Salento Airport BDS,Ceglie%20Messapica,Ceglie Messapica ,"Ceglie Messapica 72013 Ceglie Messapica, BR, Italy",Brindisi Airport,Ceglie Messapica,,, 98.40, 271.09, 271.09, 123.00, 202.27, 135.30,, 478.22,, 557.89,, 557.89,, 796.88
